"","機構名稱","機構電話","機構地址","lon","lat"
"278","永和振興醫院","(02)29221161","新北市永和區信義路18號1至6樓、地下1樓",121.559299,25.030326
"279","財團法人天主教耕莘醫院永和分院","02 9251302","新北市永和區中興街80號地下1樓至地上7樓及中興街52巷1弄28號地下3樓至地上11樓",NA,NA
"280","柯瑞祥婦產科醫院","02 29235133","新北市永和區福和路278號",121.517858,25.0075648
"281","永和復康醫院","229240925","新北市永和區中和路575．577．579號1~4樓",121.5118919,25.0038057
"282","佑林醫院","22250180","新北市中和區中山路三段71、73號一至四樓",121.4763749,25.0055277
"283","行政院衛生署雙和醫院(委託台北醫學大學興建經營)","22490088","新北市中和區中正路291號醫療大樓地下2層至地上12層",121.4936519,24.9931046
"284","祥顥醫院","29468795","新北市中和區景平路412．412之1號地上1-5層",121.5081688,24.9932849
"285","春暉醫院","(02)32346688","新北市中和區中山路二段551號地下一樓至地上一至六樓",121.4809402,25.0054852
"286","怡和醫院","22450009","新北市中和區連城路49號一至四樓",121.4985247,25.0018899
"287","誠泰醫院","22236515","新北市中和區連城路497號一、二樓，四九九、五0一號一至四樓",121.482624,24.99536
"288","中祥醫院","02 2405055","新北市中和區中山路二段138號〈二至四樓〉?140及142號〈一至四樓〉",121.502121,25.003217
"289","恩樺醫院","22639955","新北市土城區中央路一段7-18號1至10樓",121.44926,24.991913
"290","元復醫院","02 22661886","新北市土城區中央路2段318．320．322．324號1至4樓",121.4403173,24.9728932
"291","廣川醫院","02 2617000","新北市土城區裕民路274．276．278號",121.454888,24.982216
"292","仁安醫院","22627088","新北市土城區中央路1段六二．六四號1-5樓 中華路一段一號2-5樓三號1-5樓",121.4481132,24.9904786
"293","行天宮醫療志業醫療財團法人恩主公醫院","(02)26723456","新北市三峽區復興路399號、中山路198號",121.35662,24.9404629
"294","永聖醫療社團法人文化醫院","26732885","新北市三峽區介壽路1段199號",121.3783436,24.9307144
"295","靜養醫院","26710427","新北市三峽區中山路四五九巷92號一．二樓",121.353929,24.9358847
"296","仁愛醫院","02-26834567","新北市樹林區文化街9號(地下1、2樓及地上1樓至8樓)",121.419994,24.9872046
"297","名恩療養院","26701092","新北市鶯歌區鶯桃路2段62、64號1~4樓",121.32492,24.973262
"298","祐民醫院","02 29783456","新北市三重區重新路二段2號、6號地下1層至地上9層",121.4998821,25.0628014
"299","天德堂中醫醫院","02 9721515","新北市三重區大同南路3號",121.4955963,25.0611761
"300","宏仁醫院","29788877","新北市三重區三和路二段186、188、190、192、194、196號一至四樓",121.4987383,25.0688793
"301","三重中興醫院","29959680","新北市三重區中興北街21號",121.4696533,25.0465158
"302","新北市立聯合醫院","(02)29829111","新北市三重區中山路2號、板橋區英士路198號",121.4576694,25.0235828
"303","行政院衛生署樂生療養院","02  82006600","新北市新莊區中正路794號及桃園縣龜山鄉萬壽路1段50巷2號",121.392252,25.016172
"304","行政院衛生署台北醫院","02 2765566","新北市新莊區思源路127號",121.45958,25.0429649
"305","新莊英仁醫院","02 9916363","新北市新莊區大觀街46-2號",121.453801,25.0357606
"306","益民醫院","(02)89911050","新北市新莊區中港路127號1-4樓",121.4551363,25.0401053
"307","新泰綜合醫院","9962121","新北市新莊區新泰路157號",121.4477683,25.0368953
"308","財團法人台灣省私立台北仁濟院附設仁濟療養院新莊分院","(02)22015222","新北市新莊區瓊林路100巷27號",121.44273,25.0269484
"309","大順醫院","02 9912637","新北市新莊區中正路215號一至四樓",121.4510307,25.0356762
"310","新仁醫療社團法人新仁醫院","(02)22017212","新北市新莊區中正路395號1-5樓、397-3號、397-4號、福海街24巷1號1樓",121.4451642,25.034593
"311","全民醫院","02 2821575","新北市蘆洲區三民路7號",121.4757334,25.0820714
"312","行政院衛生署八里療養院","226101660","新北市八里區華富山33號",121.4197174,25.1418353
"313","財團法人基督長老教會馬偕紀念醫院淡水分院","02 8094661","新北市淡水區民生路45號、民權路47號B1~7樓",121.4598896,25.1377331
"314","泓安醫院","26232681","新北市淡水區下圭柔山九一巷2號一至四樓．地下一樓",NA,NA
"315","公祥醫院","02 6217637","新北市淡水區英專路21巷25．27號、中山路38．40號",121.4442717,25.1698428
"316","長青醫院","02 86260561","新北市淡水區糞箕湖1－5號",121.4827612,25.1711286
"317","北新醫院","26209199","新北市淡水區忠寮里演戲埔腳1之2號",121.4757229,25.193695
"318","台安醫院","02 6371600","新北市三芝區興華里楓子林路42之5號、42之9號〈一至二樓〉",NA,NA
"319","同慶堂中醫醫院","03 -4933888","桃園縣中壢市中正路357號",121.216414,24.955252
"320","天成醫療社團法人天晟醫院","03-4629292","桃園縣中壢市延平路155號",121.2290242,24.9626431
"321","宏其醫療社團法人宏其婦幼醫院","03-4618888","桃園縣中壢市元化路223號",121.2270049,24.9612438
"322","財團法人景仁醫院","03 4253388","桃園縣中壢市中美路95號",121.221535,24.959636
"323","華興醫院","03-4577200","桃園縣中壢市中北路二段316號",121.2299808,24.9531168
"324","中壢長榮醫院","03-4631230","桃園縣中壢市環中東路150號",121.2371095,24.9493569
"325","仁祥醫院","03-2804203","桃園縣中壢市中美路13.15.17號1-6樓",121.2274164,24.9578328
"326","永康醫院","03 4223641","桃園縣中壢市裕民街13號",121.224616,24.95799
"327","承安醫院","(03)2807722","桃園縣中壢市延平路643號",121.2219464,24.9533302
"328","祐民醫院","03 4915656","桃園縣中壢市民族路二段180號",121.2037475,24.9573989
"329","新國民醫院","03- 4225180","桃園縣中壢市復興路152號",121.2235318,24.9541359
"330","秉坤婦幼醫院","(03)4025866","桃園縣平鎮市延平路二段129號",121.2114718,24.9482113
"331","新永和醫院","03 4220606","桃園縣平鎮市延平路一段81號",121.2195454,24.9514632
"332","陽明醫院","03- 4929929","桃園縣平鎮市延平路二段56號",121.2124714,24.950095
"333","壢新醫院","03- 4941234","桃園縣平鎮市廣泰路77號",121.2053006,24.9466922
"334","宋俊宏婦幼醫院","(03)4020999","桃園縣平鎮市民族路199號",121.203366,24.956885
"335","國軍桃園總醫院附設民眾診療服務處","03- 4799595","桃園縣龍潭鄉中興路168號",121.1857579,24.9157074
"336","龍潭敏盛醫院","03-4794151","桃園縣龍潭鄉中豐路168號",121.2136776,24.8750172
"337","天成醫院","03 4782350","桃園縣楊梅市中山北路一段356號",121.1575878,24.9085829
"338","怡仁綜合醫院","03 4855566","桃園縣楊梅市楊新北路三二一巷30號",121.1551555,24.9146882
"339","行政院衛生署桃園醫院新屋分院","(03)4971989","桃園縣新屋鄉新屋村14鄰新福二路6號",121.1070129,24.9696361
"340","德仁醫院","03 3617985","桃園縣桃園市桃鶯路245號",121.3186216,24.9840741
"341","振生醫院","03 3356156","桃園縣桃園市三民路二段288號",121.3094884,24.9997188
"342","行政院衛生署桃園療養院","03 3698553","桃園縣桃園市龍壽街七一號",121.2688922,24.9795284
"343","桃新醫院","03 3325678","桃園縣桃園市復興路195號、桃園縣桃園市博愛路22號",121.3095138,24.9947956
"344","行政院衛生署桃園醫院","03 3699721","桃園縣桃園市中山路一四九二號",121.2695107,24.9774886
"345","敏盛綜合醫院","03-3179599","桃園縣桃園市經國路168號",121.3061073,25.0162835
"346","財團法人天主教聖保祿修女會醫院","03 -3613141","桃園縣桃園市建新街123號",121.3119715,24.9823528
"347","台北榮民總醫院桃園分院","03 3384889","桃園縣桃園市成功路三段100號",121.3250233,25.0036683
"348","福太醫院","03-3358226","桃園縣桃園市民族路85號",121.30931,24.9912629
"349","長庚醫療財團法人林口長庚紀念醫院","03 3281200","桃園縣龜山鄉公西村復興街5號、5之7號",121.3676923,25.0618495
"350","大明醫院","03 3202792","桃園縣龜山鄉萬壽路二段964號、966號",121.3377067,24.9953099
"351","長庚醫療財團法人桃園長庚紀念醫院","03-3196200","桃園縣龜山鄉舊路村頂湖路123號、123之1號",121.3665339,25.0298436
"352","居善醫院","03 3866511","桃園縣大園鄉南港村大觀路910號",121.1656367,25.0585521
"353","大園敏盛醫院","03-3867521","桃園縣大園鄉華中街二號",121.1960512,25.0622668
"354","新仁醫院","35552039","新竹縣竹北市博愛街331號",121.0078637,24.835618
"355","大安醫院","03-5557188","新竹縣竹北市博愛街318巷6號",121.0080437,24.8346478
"356","東元綜合醫院","35527000","新竹縣竹北市縣政二路六九號（竹北市光明九路九之一號牙科、精神科門診部）",121.0141787,24.8229019
"357","天主教仁慈醫療財團法人仁慈醫院","03 5993500","新竹縣湖口鄉忠孝路29號",121.045449,24.900638
"358","培靈關西醫院","03-5476399","新竹縣關西鎮新富里11鄰石門33之1號",121.1900223,24.7570027
"359","國立台灣大學醫學院附設醫院竹東分院","03-5943248","新竹縣竹東鎮至善路52號",121.0936887,24.7187505
"360","台北榮民總醫院新竹分院","35962134","新竹縣竹東鎮中豐路一段81號",121.0993401,24.7228604
"361","林醫院","35962316","新竹縣竹東鎮東林路76號",121.0911769,24.7369692
"362","宏安中醫醫院","35965228","新竹縣竹東鎮仁愛路342號",121.090877,24.7382931
"363","竹信醫院","35962998","新竹縣竹東鎮仁愛路一九六號",121.0907806,24.734521
"364","財團法人蘭陽仁愛醫院","39355366","宜蘭縣宜蘭市中山路二段260號",121.7544171,24.7487543
"365","國立陽明大學附設醫院","03-9325192","宜蘭縣宜蘭市新民路152號",121.754158,24.7577719
"366","杏和醫院","9886996","宜蘭縣礁溪鄉礁溪路4段129號",121.769189,24.8205585
"367","海天醫療社團法人海天醫院","03-9308010","宜蘭縣壯圍鄉古亭路23-9號",121.8106035,24.7789321
"368","台北榮民總醫院員山分院","39222141","宜蘭縣員山鄉榮光路386號",121.6872114,24.7219986
"369","宜蘭普門醫療財團法人普門醫院","03 9220292","宜蘭縣員山鄉深溝村尚深路91號",121.721564,24.721346
"370","財團法人羅許基金會羅東博愛醫院","39543131","宜蘭縣羅東鎮南昌街81、83號站前南路61、63號",121.7743194,24.6729246
"371","財團法人天主教靈醫會羅東聖母醫院","39544106","宜蘭縣羅東鎮中正南路160號",121.7708022,24.6713625
"372","建生醫院","39962246","宜蘭縣蘇澳鎮中山路一段218號",121.8462571,24.595954
"373","台北榮民總醫院蘇澳分院","39905106","宜蘭縣蘇澳鎮蘇濱路1段301號",121.849305,24.613535
"374","大眾醫院","037-551479","苗栗縣竹南鎮光復路304號",120.8795438,24.6907585
"375","慈祐醫院","037-474029","苗栗縣竹南鎮民治街17號",120.878875,24.684762
"376","財團法人為恭紀念醫院","037-676811","苗栗縣頭份鎮信義路128號",120.907311,24.6869812
"377","崇仁醫院","663185","苗栗縣頭份鎮東興路110號1、2樓",120.9058462,24.683428
"378","重光醫院","037-663030","苗栗縣頭份鎮中華路1037、1039、1041、1043  號",120.9081851,24.6864751
"379","通霄光田醫院","037-759999","苗栗縣通霄鎮中山路88號",120.67846,24.4889662
"380","李綜合醫療社團法人苑裡李綜合醫院","862387","苗栗縣苑裡鎮和平路168號、苗栗縣苑裡鎮中華路137號",120.653556,24.43799
"381","大川醫院","37205501","苗栗縣苗栗市中正路416號",120.8221208,24.5605009
"382","大千綜合醫院","037-357125","苗栗縣苗栗市大同路133號1至6樓(81栗建管苗字第405號)、大同路133號1至4樓(77栗建管苗字第00414號)信義路23號地下層（一）及1至7樓(85栗建管苗字第287號)恭敬路36號地下第3層及1至9樓 (97栗商建苗使字第00112號)",NA,NA
"383","大千綜合醫院南勢分院","369936","苗栗縣苗栗市南勢里南勢52號",120.7813882,24.600968
"384","財團法人台灣省私立桃園仁愛之家附設苗栗新生醫院","37320988","苗栗縣苗栗市維新里新東街117號",120.8206725,24.5515492
"385","行政院衛生署苗栗醫院","037-261920","苗栗縣苗栗市為公路747號",120.8410317,24.5755097
"386","協和醫院","37352631","苗栗縣苗栗市中正路1367號",120.8174152,24.5412601
"387","弘大醫院","37361188","苗栗縣苗栗市新東街125號",120.8209485,24.5514601
"388","大順醫院","037-997666","苗栗縣大湖鄉中正路45之5號",120.8683423,24.4219319
"389","漢銘醫院","04 7623456","彰化縣彰化市南興里中山路一段366號",120.5356284,24.0612427
"390","秀傳醫療社團法人秀傳紀念醫院","04-7256166","彰化縣彰化市南瑤里中山路1段542號",120.5374429,24.0647705
"391","明德醫院","7223138","彰化縣彰化市龍山里中山路二段874巷33號",120.5532096,24.0813271
"392","財團法人彰化基督教醫院","47238595","彰化縣彰化市南校街135號、中華路176號、旭光路235、320號",120.5446075,24.0715309
"393","信生醫院","04 7251191","彰化縣彰化市三民路312號",120.5449468,24.0858088
"394","順安醫院","04 7229889","彰化縣彰化市光復路53號",120.5439531,24.0807465
"395","成美醫院","04 7268825","彰化縣彰化市三民路56號",120.5403052,24.0831511
"396","冠華醫院","47255177","彰化縣彰化市光復里中正路一段437號",120.5428241,24.0824397
"397","婦友醫院","04 7266288","彰化縣彰化市永福里中山路二段487號",120.5442577,24.0778444
"398","溫建益醫院","04 7777077","彰化縣鹿港鎮民權路126號",120.436068,24.0573139
"399","財團法人彰化基督教醫院鹿基分院","04-7779595","彰化縣鹿港鎮中正路480號",120.4381582,24.0601677
"400","秀傳醫療財團法人彰濱秀傳紀念醫院","04-7813888","彰化縣鹿港鎮鹿工路6號、6-2號",120.4110607,24.0781629
"401","財團法人彰化基督教醫院鹿東分院","04-7789595","彰化縣鹿港鎮東崎里鹿東路2段888號",120.468846,24.0552868
"402","道周醫療社團法人道周醫院","04-7566995","彰化縣和美鎮和光路180號、和善路118號",120.4915876,24.110277
"403","伸港忠孝醫院","47991618","彰化縣伸港鄉新港村忠孝路30號",120.4858405,24.1486528
"404","員生醫院","04-8339595","彰化縣員林鎮莒光路359號",120.566505,23.959299
"405","員林郭醫院","04-8356878","彰化縣員林鎮三民街三八之1號",120.5729963,23.9586191
"406","協和醫院","04-8321047","彰化縣員林鎮惠來街98號",120.5700411,23.9554042
"407","皓生醫院","","彰化縣員林鎮萬年路3段133號",120.573554,23.9591399
"408","敦仁醫院","04-7071727","彰化縣員林鎮員水路一段102巷74弄99號",120.602405,23.948804
"409","員林何醫院","048 327666","彰化縣員林鎮民族街33號",120.570565,23.957127
"410","伍倫醫療社團法人員榮醫院","04-8326161","彰化縣員林鎮中正路201號",120.5749147,23.9534104
"411","惠來醫療社團法人宏仁醫院","","彰化縣員林鎮惠來里惠來街89號",120.5702885,23.9551089
"412","行政院衛生署彰化醫院","04-8298686","彰化縣埔心鄉中正路二段80號",120.5273739,23.9503553
"413","道安醫院","04-8852309","彰化縣溪湖鎮光平里彰水路3段362號",120.4802195,23.9615429
"414","員林郭醫院大村分院","04-8539888","彰化縣大村鄉田洋橫巷2-9號",120.5388819,23.9990305
"415","仁和醫院","04 8742108","彰化縣田中鎮中州路一段157號",120.5881852,23.8581103
"416","建元醫院","04-8743747","彰化縣田中鎮中路里中南路三段512號1~5樓",120.589458,23.853315
"417","卓醫院","04 8882517","彰化縣北斗鎮中山路一段311號",120.5154723,23.8720499
"418","南星醫院","04-8882178","彰化縣北斗鎮斗苑路一段26號",120.527784,23.8724821
"419","洪宗鄰醫院","04 8967955","彰化縣二林鎮中正路61號",120.3678363,23.898882
"420","財團法人彰化基督教醫院二林分院","48960128","彰化縣二林鎮南光里大成路一段558號",120.3633791,23.8935714
"421","宋志懿醫院","04-8968707","彰化縣二林鎮大成路一段51號",120.3728612,23.9005377
"422","南基醫院","049-2225595","南投縣南投市中興路870號",120.68398,23.8988861
"423","行政院衛生署南投醫院","49231150","南投縣南投市復興路478號 ",120.6851924,23.9138473
"424","中國醫藥大學附設醫院草屯分院","","南投縣草屯鎮平等街140號",120.685805,23.9847149
"425","曾漢棋綜合醫院","049-2314149","南投縣草屯鎮虎山路915號",120.6857383,23.9785838
"426","行政院衛生署草屯療養院","049-2550800","南投縣草屯鎮玉屏路161號",120.7045675,23.9898729
"427","佑民醫療社團法人佑民醫院","049-2358151","南投縣草屯鎮太平路一段200號",120.6817657,23.9606022
"428","台中榮民總醫院埔里分院","049-2998911","南投縣埔里鎮蜈蚣里榮光路1號",120.9958264,23.975824
"429","埔基醫療財團法人埔里基督教醫院","049-2912151","南投縣埔里鎮鐵山路一號",120.946533,23.9704593
"430","新泰宜婦幼醫院","049-2227787","南投縣名間鄉新街村彰南路571之1號",120.691106,23.882171
"431","竹山秀傳醫院","049-2624266","南投縣竹山鎮集山路二段75號",120.7139639,23.8002226
"432","東華醫院","049-2658949","南投縣竹山鎮集山路三段272巷16號",120.7000345,23.7642498
"433","天主教福安醫院","05 972133","雲林縣斗南鎮北銘里文昌路110號",120.482143,23.678763
"434","財團法人天主教若瑟醫院","05 6337333","雲林縣虎尾鎮新生路74號",120.437331,23.7080447
"435","蔡醫院","56622580","雲林縣土庫鎮中山路64號",120.389765,23.6744327
"436","長庚醫療財團法人雲林長庚紀念醫院","05-6915151","雲林縣麥寮鄉三盛村工業路707號",120.2188471,23.7954074
"437","洪揚醫院","05 5323039","雲林縣斗六市忠孝里文化路138號",120.5488173,23.7108506
"438","安生醫院","05 5325386","雲林縣斗六市仁愛里永樂街120號",120.5469659,23.7083122
"439","信安醫療社團法人信安醫院","","雲林縣斗六市江厝里瓦厝路159號",120.5113496,23.6686
"440","國立成功大學醫學院附設醫院斗六分院","05-5322017","雲林縣斗六市莊敬路345號",120.545492,23.703135
"441","國立台灣大學醫學院附設醫院雲林分院","05-5323911","雲林縣斗六市雲林路二段579號",120.5259091,23.6975385
"442","育仁醫院","05 5862686","雲林縣西螺鎮延平路162號",120.4608891,23.8013478
"443","財團法人彰化基督教醫院雲林分院","05-5871111","雲林縣西螺鎮新豐里市場南路375號",120.4413275,23.7807076
"444","中國醫藥大學北港附設醫院","05 7837901","雲林縣北港鎮新德路123號",120.307229,23.590144
"445","全生醫院","05 7832851","雲林縣北港鎮中正路100號",120.3014695,23.5698667
"446","北港仁一醫院","05-7833333","雲林縣北港鎮公園路155號",120.3012934,23.577433
"447","諸元內科醫院","05 7832068","雲林縣北港鎮中和里中山路125號",120.3044359,23.5670853
"448","台中榮民總醫院灣橋分院","05 2791072","嘉義縣竹崎鄉灣橋村石麻園38號",120.5065154,23.4876922
"449","長庚醫療財團法人嘉義長庚紀念醫院","05-3621000","嘉義縣朴子市仁和里嘉朴路西段六號、八號",120.2859421,23.462333
"450","行政院衛生署朴子醫院","05 3790600","嘉義縣朴子市永和里42－50號",120.2484092,23.4628194
"451","財團法人佛教慈濟綜合醫院大林分院","05-2648000","嘉義縣大林鎮平林里民生路二號",120.4571765,23.596561
"452","復興醫院","08 7232323","屏東縣屏東市民生路147－3號",120.4957358,22.6685561
"453","國軍高雄總醫院附設屏東民眾診療服務處","08 7560756","屏東縣屏東市大湖路58巷22號",120.487487,22.633664
"454","新安醫院","","屏東縣屏東市仁德路11號1-5樓",120.4943415,22.6711874
"455","國仁醫院","08 7223000","屏東縣屏東市民生東路12-2號",120.5145486,22.658315
"456","優生婦產科醫院","08 7382222","屏東縣屏東市華山里瑞光路三段103號",120.5039114,22.6861388
"457","民眾醫院","08 7325455","屏東縣屏東市泰安里忠孝路120之1號",120.4876431,22.6764112
"458","國新醫院","08-7345767","屏東縣屏東市福建路17號",120.4922323,22.6717943
"459","安和醫療社團法人安和醫院","08-7651828","屏東縣屏東市崇蘭里自由路598號",120.483678,22.683477
"460","行政院衛生署屏東醫院","08 7363011","屏東縣屏東市自由路270號",120.4955525,22.6733243
"461","寶建醫療社團法人寶建醫院","08-7665995","屏東縣屏東市中山路123號",120.48442,22.681477
"462","屏基醫療財團法人屏東基督教醫院","08 7363026","屏東縣屏東市大連路60號",120.502622,22.682129
"463","聖恩內科醫院","08 7961072","屏東縣高樹鄉田子村勝利路132號",120.5788448,22.8049766
"464","同慶醫院","08 7960833","屏東縣高樹鄉長榮村興中路208號",120.6004223,22.8254313
"465","屏安醫院","08 7211777","屏東縣麟洛鄉麟蹄村中山路160之1號",120.528008,22.6504952
"466","佑青醫療財團法人佑青醫院","08-7705115","屏東縣內埔鄉建興村建興路218巷19號",120.567644,22.665878
"467","高雄榮民總醫院屏東分院","08 7702212","屏東縣內埔鄉龍潭村昭勝路安平一巷1號",120.6013168,22.6786037
"468","安泰醫療社團法人潮州安泰醫院","8.7800888","屏東縣潮州鎮三星里四維路162號",120.546949,22.5540288
"469","永生中醫醫院","08 7883600","屏東縣潮州鎮長興路60號",120.5404234,22.5514798
"470","茂隆骨科醫院","08 7801915","屏東縣潮州鎮朝昇路322號",120.5392593,22.5562125
"471","皇安醫療社團法人小康醫院","8.7973168","屏東縣新埤鄉新華路文化巷18之1號",120.549822,22.4695978
"472","迦樂醫療財團法人迦樂醫院","08 7982487","屏東縣新埤鄉箕湖村進化路12之200號",120.615124,22.463218
"473","安泰醫療社團法人安泰醫院","08-8329966","屏東縣東港鎮中正路一段210號",120.4592153,22.4740818
"474","輔英科技大學附設醫院","08 8323146","屏東縣東港鎮中山路5號",120.453052,22.465312
"475","枋寮醫療社團法人枋寮醫院","8.8789991","屏東縣枋寮鄉安樂村中山路139號(代表號)及枋寮鄉安樂村隆山路59號",120.5964935,22.3645269
"476","行政院衛生署恆春旅遊醫院","08 8892705","屏東縣恆春鎮山腳里恆南路188號",120.7448456,21.9992018
"477","南門醫院","08 8894568","屏東縣恆春鎮南門路10號",120.7453713,22.0008126
"478","恆基醫療財團法人恆春基督教醫院","08 8892293","屏東縣恆春鎮山腳里恆西路21號",120.7411183,22.0023288
"479","財團法人天主教靈醫會惠民醫院","06 9272318","澎湖縣馬公市樹德路14號",119.5687023,23.5689025
"480","行政院衛生署澎湖醫院","06 9261151","澎湖縣馬公市中正路10號",119.5657456,23.5643306
"481","三軍總醫院澎湖分院附設民眾診療服務處","06 9211116","澎湖縣馬公市前寮里90號1-5樓",119.5837013,23.554336
"482","行政院衛生署花蓮醫院","38358141","花蓮縣花蓮市中正路600號",121.6111252,23.9795176
"483","財團法人佛教慈濟綜合醫院","38561825","花蓮縣花蓮市中央路三段707號",121.5923675,23.9950092
"484","台灣基督教門諾會醫療財團法人門諾醫院","03 8241234","花蓮縣花蓮市民權路44號",121.6263725,23.9878102
"485","和平中醫醫院","8333491","花蓮縣花蓮市信義街61號",121.604075,23.974434
"486","國軍花蓮總醫院附設民眾診療服務處","03-8263151","花蓮縣新城鄉嘉里路163號",121.6064683,24.0249967
"487","台灣基督教門諾會醫療財團法人門諾醫院壽豐分院","03-8664600","花蓮縣壽豐鄉共和村魚池52號",121.5246796,23.8698931
"488","行政院國軍退役官兵輔導委員會鳳林榮民醫院","38763331","花蓮縣鳳林鎮中正路一段2號",121.439949,23.726614
"489","行政院衛生署花蓮醫院豐濱原住民分院","03 8791385","花蓮縣豐濱鄉光豐路41號",121.5213623,23.6018599
"490","行政院國軍退除役官兵輔導委員會玉里榮民醫院","38883141","花蓮縣玉里鎮新興街91號",121.3120402,23.3391682
"491","財團法人佛教慈濟綜合醫院玉里分院","38882718","花蓮縣玉里鎮民權街1之 1號",121.318176,23.3352129
"492","行政院衛生署玉里醫院","38886141","花蓮縣玉里鎮中華路448號",121.3209918,23.3474654
"493","馬偕紀念醫院台東分院","89310150","台東縣台東市長沙街303巷1號",121.1401652,22.7514997
"494","行政院衛生署台東醫院","89324112","台東縣台東市五權街1號",121.1499383,22.7571541
"495","行政院國軍退除役官兵輔導委員會台東榮民醫院","89325840","台東縣台東市更生路1000號",121.1363403,22.7680109
"496","天主教花蓮教區醫療財團法人台東聖母醫院","089-322833","台東縣台東市民族里21鄰杭州街2號",121.1460022,22.7581313
"497","東基醫療財團法人台東基督教醫院","89323362","台東縣台東市開封街350號",121.1453168,22.7635846
"498","財團法人佛教慈濟綜合醫院關山分院","089-814880","台東縣關山鎮和平路125之5號",121.1669405,23.0572582
"499","行政院衛生署台東醫院成功分院門診部","89854748","台東縣成功鎮中山東路三二號",121.3778422,23.0993127
"500","行政院衛生署金門醫院","082-332546-1201","金門縣金湖鎮復興路2號",118.420076,24.4407155
"501","連江縣立醫院","83625114","連江縣南竿鄉復興村217號",119.9558866,26.1573929
